gcid,Category
student_career_counseling_office,Student career counseling office
student_dormitory,Student dormitory
student_housing_center,Student housing center
student_union,Student union
students_parents_association,Students parents association
students_support_association,Students support association
study_at_home_school,Study at home school
studying_center,Studying center
stylist,Stylist
subaru_dealer,Subaru dealer
suburban_train_line,Suburban train line
sugar_factory,Sugar factory
sugar_shack,Sugar shack
sukiyaki_restaurant,Sukiyaki restaurant
summer_camp,Summer camp
summer_toboggan_run,Summer toboggan run
sundae_restaurant,Sundae restaurant
sundanese_restaurant,Sundanese restaurant
sunglasses_store,Sunglasses store
sunroom_contractor,Sunroom contractor
super_public_bath,Super public bath
superannuation_consultant,Superannuation consultant
superfund_site,Superfund site
supermarket,Supermarket
support_group,Support group
surf_lifesaving_club,Surf lifesaving club
surf_school,Surf school
surf_shop,Surf shop
surgeon,Surgeon
surgical_center,Surgical center
surgical_oncologist,Surgical oncologist
surgical_products_wholesaler,Surgical products wholesaler
surgical_supply_store,Surgical supply store
surinamese_restaurant,Surinamese restaurant
surplus_store,Surplus store
surveyor,Surveyor
sushi_restaurant,Sushi restaurant
sushi_takeaway,Sushi takeaway
suzuki_dealer,Suzuki dealer
suzuki_motorcycle_dealer,Suzuki motorcycle dealer
swabian_restaurant,Swabian restaurant
swedish_restaurant,Swedish restaurant
swim_club,Swim club
swimming_basin,Swimming basin
swimming_competition,Swimming competition
swimming_facility,Swimming facility
swimming_instructor,Swimming instructor
swimming_lake,Swimming lake
swimming_pool,Swimming pool
swimming_pool_contractor,Swimming pool contractor
swimming_pool_repair_service,Swimming pool repair service
swimming_pool_supply_store,Swimming pool supply store
swimming_school,Swimming school
swimwear_store,Swimwear store
swiss_restaurant,Swiss restaurant
synagogue,Synagogue
syrian_restaurant,Syrian restaurant
t_shirt_company,T-shirt company
t_shirt_store,T-shirt store
tabascan_restaurant,Tabascan restaurant
table_tennis_club,Table tennis club
table_tennis_facility,Table tennis facility
table_tennis_supply_store,Table tennis supply store
tacaca_restaurant,Tacaca restaurant
tack_shop,Tack shop
taco_restaurant,Taco restaurant
tae_kwon_do_comp_area,Taekwondo competition area
taekwondo_school,Taekwondo school
tag_agency,Tag agency
tai_chi_school,Tai chi school
tailor,Tailor
taiwanese_restaurant,Taiwanese restaurant
takoyaki_stand,Takoyaki restaurant
talent_agency,Talent agency
tamale_shop,Tamale shop
tannery,Tannery
tanning_studio,Tanning salon
taoist_temple,Taoist temple
tapas_bar,Tapas bar
tapas_restaurant,Tapas restaurant
tata_motors_dealer,Tata Motors dealer
tatami_store,Tatami store
tattoo_and_piercing_shop,Tattoo and piercing shop
tattoo_artist,Tattoo artist
tattoo_removal_service,Tattoo removal service
tattoo_shop,Tattoo shop
tax_assessor,Tax assessor
tax_attorney,Tax attorney
tax_collectors_office,Tax collector's office
tax_consultant,Tax consultant
tax_department,Tax department
tax_preparation,Tax preparation
tax_preparation_service,Tax preparation service
taxi_service,Taxi service
taxi_stand,Taxi stand
taxidermist,Taxidermist
tb_clinic,TB clinic
tea_exporter,Tea exporter
tea_house,Tea house
tea_manufacturer,Tea manufacturer
tea_market_place,Tea market place
tea_store,Tea store
tea_wholesaler,Tea wholesaler
teacher_college,Teacher college
technical_school,Technical school
technical_service,Technical service
technical_university,Technical university
technology_museum,Technology museum
technology_park,Technology park
teeth_whitening_service,Teeth whitening service
tegal_restaurant,Tegal restaurant
telecommunication_school,Telecommunication school
telecommunications_contractor,Telecommunications contractor
telecommunications_engineer,Telecommunications engineer
telecommunications_equipment_supplier,Telecommunications equipment supplier
telecommunications_service_provider,Telecommunications service provider
telemarketing_service,Telemarketing service
telephone_answering_service,Telephone answering service
telephone_company,Telephone company
telephone_exchange,Telephone exchange
telescope_store,Telescope store
television_repair_service,Television repair service
television_station,Television station
temaki_restaurant,Temaki restaurant
temp_agency,Temp agency
tempura_bowl_restaurants,Tempura donburi restaurant
tempura_dish_restaurant,Tempura restaurant
tenant_ownership,Tenant ownership
tenants_union,Tenant's union
tennis_club,Tennis club
tennis_court,Tennis court
tennis_court_construction_company,Tennis court construction company
tennis_instructor,Tennis instructor
tennis_store,Tennis store
tent_rental_service,Tent rental service
teppan_grill_restaurant,Teppanyaki restaurant
tesla_showroom,Tesla showroom
tex_mex_restaurant,Tex-Mex restaurant
textile_engineer,Textile engineer
textile_exporter,Textile exporter
textile_mill,Textile mill
thai_massage_therapist,Thai massage therapist
thai_restaurant,Thai restaurant
theater_company,Theater company
theater_production,Theater production
theater_supply_store,Theater supply store
theatrical_costume_supplier,Theatrical costume supplier
theme_park,Theme park
thermal_baths,Thermal baths
thermal_energy_company,Thermal power plant
thread_supplier,Thread supplier
threads_and_yarns_wholesaler,Threads and yarns wholesaler
three_d_printing_service,3D printing service
thrift_store,Thrift store
thuringian_restaurant,Thuringian restaurant
tibetan_restaurant,Tibetan restaurant
tiffin_center,Tiffin center
tiki_bar,Tiki bar
tile_contractor,Tile contractor
tile_manufacturer,Tile manufacturer
tile_store,Tile store
timeshare_agency,Timeshare agency
tire_manufacturer,Tyre manufacturer
tire_repair_shop,Tire repair shop
tire_shop,Tire shop
title_company,Title company
toast_restaurant,Toast restaurant
tobacco_exporter,Tobacco exporter
tobacco_shop,Tobacco shop
tobacco_supplier,Tobacco supplier
tofu_restaurant,Tofu restaurant
tofu_shop,Tofu shop
toiletries_store,Toiletries store
toll_road_rest_stop,Toll road rest stop
toll_station,Toll booth
toner_cartridge_supplier,Toner cartridge supplier
tongue_restaurant,Tongue restaurant
tonkatsu_restaurant,Tonkatsu restaurant
tool_and_die_shop,Tool & die shop
tool_grinding_service,Tool grinding service
tool_manufacturer,Tool manufacturer
tool_rental_service,Tool rental service
tool_repair_shop,Tool repair shop
tool_store,Tool store
tool_wholesaler,Tool wholesaler
toolroom,Toolroom
topography_company,Topography company
topsoil_supplier,Topsoil supplier
tortilla_shop,Tortilla shop
tour_agency,Tour agency
tour_operator,Tour operator
tourist_attraction,Tourist attraction
tourist_information_center,Tourist information center
tower_communication_service,Communications tower
towing_equipment_provider,Towing equipment provider
towing_service,Towing service
townhouse_complex,Townhouse complex
toy_and_game_manufacturer,Toy and game manufacturer
toy_library,Toy library
toy_manufacturer,Toy manufacturer
toy_museum,Toy museum
toy_store,Toy store
toyota_dealer,Toyota dealer
tractor_dealer,Tractor dealer
tractor_repair_shop,Tractor repair shop
trade_fair_construction_company,Trade fair construction company
trade_school,Trade school
trading_card_store,Trading card store
traditional_costume_club,Traditional costume club
traditional_kostume_store,Traditional Kostume store
traditional_market,Traditional market
traditional_restaurant,Traditional restaurant
traditional_teahouse,Traditional teahouse
traditional_us_american_restaurant,Traditional American restaurant
traffic_officer,Traffic officer
trailer_dealer,Trailer dealer
trailer_manufacturer,Trailer manufacturer
trailer_rental_service,Trailer rental service
trailer_repair_shop,Trailer repair shop
trailer_supply_store,Trailer supply store
train_depot,Train depot
train_repairing_center,Train repairing center
train_ticket_agency,Train ticket agency
train_ticket_counter,Train ticket office
train_yard,Train yard
training_center,Training centre
training_school,Training school
transcription_service,Transcription service
transit_depot,Transit depot
translator,Translator
transmission_shop,Transmission shop
transplant_surgeon,Transplant surgeon
transportation_escort_service,Transportation escort service
transportation_service,Transportation service
travel_agency,Travel agency
travel_clinic,Travel clinic
travel_lounge,Travel lounge
tree_farm,Tree farm
tree_service,Tree service
trial_attorney,Trial attorney
tribal_headquarters,Tribal headquarters
triumph_motorcycle_dealer,Triumph motorcycle dealer
trophy_shop,Trophy shop
tropical_fish_store,Tropical fish store
truck_accessories_store,Truck accessories store
truck_dealer,Truck dealer
truck_farmer,Truck farmer
truck_parts_supplier,Truck parts supplier
truck_rental_agency,Truck rental agency
truck_repair_shop,Truck repair shop
truck_stop,Truck stop
truck_topper_supplier,Truck topper supplier
trucking_company,Trucking company
trucking_school,Trucking school
truss_manufacturer,Truss manufacturer
trust_bank,Trust bank
tsukigime_parking_lot,Tsukigime parking lot
tune_up_supplier,Tune up supplier
tuning_automobile,Tuning automobile
tunisian_restaurant,Tunisian restaurant
turf_supplier,Turf supplier
turkish_restaurant,Turkish restaurant
turkmen_restaurant,Turkmen restaurant
turnery,Turnery
tuscan_restaurant,Tuscan restaurant
tutoring_service,Tutoring service
tuxedo_shop,Tuxedo shop
typewriter_repair_service,Typewriter repair service
typewriter_supplier,Typewriter supplier
typing_service,Typing service
udon_noodle_shop,Udon noodle restaurant
ukrainian_restaurant,Ukrainian restaurant
unagi_restaurant,Unagi restaurant
underwear_store,Underwear store
unemployment_office,Unemployment office
unfinished_furniture_store,Unfinished furniture store
uniform_store,Uniform store
unisex_hairdresser,Hairdresser
unitarian_universalist_church,Unitarian Universalist Church
united_church_of_canada,United Church of Canada
united_church_of_christ,United Church of Christ
united_methodist_church,United Methodist church
united_states_armed_forces_base,United States Armed Forces Base
unity_church,Unity church
university,University
university_department,University department
university_hospital,University hospital
university_library,University library
upholstery_cleaning_service,Upholstery cleaning service
upholstery_shop,Upholstery shop
urban_planning_department,Urban planning department
urgent_care_center,Urgent care center
urologist,Urologist
urology_clinic,Urology clinic
uruguayan_restaurant,Uruguayan restaurant
us_pacific_northwest_restaurant,Pacific Northwest restaurant (US)
used_appliance_store,Used appliance store
used_auto_parts_store,Used auto parts store
used_bicycle_shop,Used bicycle shop
used_book_store,Used book store
used_car_dealer,Used car dealer
used_cd_store,Used CD store
used_clothing_store,Used clothing store
used_computer_store,Used computer store
used_furniture_store,Used furniture store
used_game_store,Used game store
used_motorcycle_dealer,Used motorcycle dealer
used_musical_instrument_store,Used musical instrument store
used_office_furniture_store,Used office furniture store
used_store_fixture_supplier,Used store fixture supplier
used_tire_shop,Used tire shop
used_truck_dealer,Used truck dealer
utility_contractor,Utility contractor
utility_trailer_dealer,Utility trailer dealer
uzbek_restaurant,Uzbeki restaurant
vacation_appartment,Holiday apartment
vacation_home_rental_agency,Vacation home rental agency
vacuum_cleaner_repair_shop,Vacuum cleaner repair shop
vacuum_cleaner_store,Vacuum cleaner store
vacuum_cleaning_system_supplier,Vacuum cleaning system supplier
valencian_restaurant,Valencian restaurant
valet_parking_service,Valet parking service
van_rental_agency,Van rental agency
vaporizer_store,Vaporizer store
variety_store,Variety store
vascular_surgeon,Vascular surgeon
vastu_consultant,Vastu consultant
vcr_repair_service,VCR repair service
vegan_restaurant,Vegan restaurant
vegetable_wholesale_market,Vegetable wholesale market
vegetable_wholesaler,Vegetable wholesaler
vegetarian_cafe_and_deli,Vegetarian cafe and deli
vegetarian_restaurant,Vegetarian restaurant
vehicle_examination_office,Vehicle examination office
vehicle_exporter,Vehicle exporter
vehicle_inspection,Vehicle inspection
vehicle_shipping_agent,Vehicle shipping agent
vehicle_wrapping_service,Vehicle wrapping service
velodrome,Velodrome
vending_machine_supplier,Vending machine supplier
venereologist,Venereologist
venetian_restaurant,Venetian restaurant
venezuelan_restaurant,Venezuelan restaurant
ventilating_equipment_manufacturer,Ventilating equipment manufacturer
venture_capital_company,Venture capital company
veterans_affairs_department,Veterans affairs department
veterans_center,Veterans center
veterans_hospital,Veterans hospital
veterans_organization,Veterans organization
veterinarian,Veterinarian
veterinary_pharmacy,Veterinary pharmacy
video_arcade,Video arcade
video_camera_repair_service,Video camera repair service
video_conferencing_equipment_supplier,Video conferencing equipment supplier
video_conferencing_service,Video conferencing service
video_duplication_service,Video duplication service
video_editing_service,Video editing service
video_equipment_repair_service,Video equipment repair service
video_game_rental_kiosk,Video game rental kiosk
video_game_rental_service,Video game rental service
video_game_rental_store,Video game rental store
video_game_store,Video game store
video_karaoke,Video karaoke
video_production_service,Video production service
video_store,Video store
vietnamese_restaurant,Vietnamese restaurant
villa,Villa
village_hall,Village hall
vineyard,Vineyard
vineyard_church,Vineyard church
vintage_clothing_store,Vintage clothing store
vinyl_sign_shop,Vinyl sign shop
violin_shop,Violin shop
virtual_office_rental,Virtual office rental
visa_and_passport_office,Visa and passport office
visa_consultant,Visa consultant
visitor_center,Visitor center
vitamin_and_supplements_store,Vitamin & supplements store
vocal_instructor,Vocal instructor
vocational_college,Vocational college
vocational_gymnasium_school,Vocational gymnasium school
vocational_school_one,Vocational school one
vocational_secondary_school,Vocational secondary school
vocational_training_school,Vocational school
volkswagen_dealer,Volkswagen dealer
volleyball_club,Volleyball club
volleyball_court,Volleyball court
volleyball_instructor,Volleyball instructor
volunteer_organization,Volunteer organization
volvo_dealer,Volvo dealer
voter_registration_office,Voter registration office
waldorf_kindergarten,Waldorf kindergarten
waldorf_school,Waldorf school
walk_in_clinic,Walk-in clinic
wallpaper_installer,Wallpaper installer
wallpaper_store,Wallpaper store
war_museum,War museum
warehouse,Warehouse
warehouse_club,Warehouse club
warehouse_store,Warehouse store
washer_and_dryer_repair_service,Washer & dryer repair service
washer_and_dryer_store,Washer & dryer store
waste_management_service,Waste management service
watch_manufacturer,Watch manufacturer
watch_repair_service,Watch repair service
watch_store,Watch store
water_cooler_supplier,Water cooler supplier
water_damage_restoration_service,Water damage restoration service
water_filter_supplier,Water filter supplier
water_jet_cutting_service,Water jet cutting service
water_mill,Water mill
water_park,Water park
water_polo_pool,Water polo pool
water_pump_supplier,Water pump supplier
water_purification_company,Water purification company
water_ski_shop,Water ski shop
water_skiing_club,Water skiing club
water_skiing_instructor,Water skiing instructor
water_skiing_service,Water skiing service
water_softening_equipment_supplier,Water softening equipment supplier
water_sports_equipment_rental_service,Water sports equipment rental service
water_tank_cleaning_service,Water tank cleaning service
water_testing_service,Water testing service
water_treatment_plant,Water treatment plant
water_treatment_supplier,Water treatment supplier
water_utility_company,Water utility company
water_works,Water works
water_works_equipment_supplier,Water works equipment supplier
waterbed_repair_service,Waterbed repair service
waterbed_store,Waterbed store
waterproofing_company,Waterproofing company
wax_museum,Wax museum
wax_supplier,Wax supplier
waxing_hair_removal_service,Waxing hair removal service
weather_forecast_service,Weather forecast service
weaving_mill,Weaving mill
web_hosting_service,Web hosting company
website_designer,Website designer
wedding_bakery,Wedding bakery
wedding_buffet,Wedding buffet
wedding_chapel,Wedding chapel
wedding_dress_rental_service,Wedding dress rental service
wedding_photographer,Wedding photographer
wedding_planner,Wedding planner
wedding_service,Wedding service
wedding_souvenir_shop,Wedding souvenir shop
wedding_store,Wedding store
wedding_venue,Wedding venue
weigh_station,Weigh station
weight_loss_service,Weight loss service
weightlifting_area,Weightlifting area
weir,Weir
welder,Welder
welding_gas_supplier,Welding gas supplier
welding_supply_store,Welding supply store
well_drilling_contractor,Well drilling contractor
wellness_center,Wellness center
wellness_hotel,Wellness hotel
wellness_program,Wellness program
welsh_restaurant,Welsh restaurant
wesleyan_church,Wesleyan church
west_african_restaurant,West African restaurant
western_apparel_store,Western apparel store
western_restaurant,Western restaurant
whale_watching_tour_agency,Whale watching tour agency
wheel_alignment_service,Wheel alignment service
wheel_store,Wheel store
wheelchair_rental_service,Wheelchair rental service
wheelchair_repair_service,Wheelchair repair service
wheelchair_store,Wheelchair store
wholesale_bakery,Wholesale bakery
wholesale_drugstore,Wholesale drugstore
wholesale_florist,Wholesale florist
wholesale_food_store,Wholesale food store
wholesale_grocer,Wholesale grocer
wholesale_jeweler,Wholesale jeweler
wholesale_market,Wholesale market
wholesale_plant_nursery,Wholesale plant nursery
wholesaler,Wholesaler
wholesaler_household_appliances,Wholesaler household appliances
wi_fi_spot,Wi-Fi spot
wicker_store,Wicker store
wig_shop,Wig shop
wildlife_and_safari_park,Wildlife and safari park
wildlife_park,Wildlife park
wildlife_refuge,Wildlife refuge
wildlife_rescue_service,Wildlife rescue service
willow_basket_manufacturer,Willow basket manufacturer
wind_farm,Wind farm
wind_turbine_builder,Wind turbine builder
window_cleaning_service,Window cleaning service
window_installation_service,Window installation service
window_supplier,Window supplier
window_tinting_service,Window tinting service
window_treatment_store,Window treatment store
windsurfing_store,Windsurfing store
wine_bar,Wine bar
wine_cellar,Wine cellar
wine_club,Wine club
wine_storage_facility,Wine storage facility
wine_store,Wine store
wine_wholesaler,Wine wholesaler and importer
winemaking_supply_store,Winemaking supply store
winery,Winery
wing_chun_school,Wing chun school
wok_restaurant,Wok restaurant
womens_clothing_store,Women's clothing store
womens_college,Womens college
womens_organization,Women's organization
womens_personal_trainer,Women's personal trainer
womens_protection_service,Womens protection service
womens_shelter,Women's shelter
wood_and_laminate_flooring_supplier,Wood and laminate flooring supplier
wood_floor_installation_service,Wood floor installation service
wood_floor_refinishing_service,Wood floor refinishing service
wood_frame_supplier,Wood frame supplier
wood_stove_shop,Wood stove shop
wood_supplier,Wood supplier
wood_working_class,Wood working class
woodworker,Woodworker
woodworking_supply_store,Woodworking supply store
wool_store,Wool store
work_clothes_store,Work clothes store
workers_club,Workers' club
working_womens_hostel,Working womens hostel
wrestling_school,Wrestling school
x_ray_equipment_supplier,X-ray equipment supplier
x_ray_lab,X-ray lab
yacht_broker,Yacht broker
yacht_club,Yacht club
yakatabune,Yakatabune
yakiniku_restaurant,Yakiniku restaurant
yakisoba_restaurant,Yakisoba Restaurant
yakitori_restaurant,Yakitori restaurant
yamaha_motorcycle_dealer,Yamaha motorcycle dealer
yarn_store,Yarn store
yemenite_restaurant,Yemenite restaurant
yeshiva,Yeshiva
yoga_instructor,Yoga instructor
yoga_retreat_center,Yoga retreat center
yoga_studio,Yoga studio
youth_care,Youth care
youth_center,Youth center
youth_clothing_store,Youth clothing store
youth_club,Youth club
youth_groups,Youth group
youth_hostel,Youth hostel
youth_organization,Youth organization
youth_social_services_organization,Youth social services organization
yucatan_restaurant,Yucatan restaurant
zhe_jiang_restaurant,Zhejiang restaurant
zoo,Zoo
